title|overview|genres_|keywords_
Elmer Gantry|An ex-football player becomes a popular evangelist in the 1920s Midwest.|Drama|evangelist_revivalism
Judgment at Nuremberg|In 1947, four German judges who served on the bench during the Nazi regime face a military tribunal to answer charges of crimes against humanity. Chief Justice Haywood hears evidence and testimony not only from lead defendant Ernst Janning and his defense attorney Hans Rolfe, but also from the widow of a Nazi general, an idealistic U.S. Army captain and reluctant witness Irene Wallner.|Drama_History|judge_concentration camp_world war ii_nazis_court case_national socialism_national socialist party_nuremberg trials_right and justice_trial
Trippin'|Greg is near the end of his senior year in high school, wanting to go to the prom, eyeing Cinny (the school's beauty with brains) from afar, and regularly trippin', daydreaming about being a big success as a poet, a student, a lover. His mom wants him to apply to colleges, but Greg hasn't a clue. One of his teachers, Mr. Shapic, tries to inspire him, too. He finally figures out he can get close to Cinny if he asks her for help with college applications. But friendship isn't enough, he wants romance and a prom date. So, he tells a few lies and, for awhile, it seems to be working. Then, things fall apart and Greg has to figure out how to put the trippin aside and get real.|Comedy_Romance|high school_prom
Red River|Dunson is driving his cattle to Red River when his adopted son, Matthew, turns against him.|Western|texas_dangerous_kansas_cattle drive_revenge_cattle_adopted child_cattle empire
Phat Girlz|Two plus-sized ladies meet the men of their dreams in the most unexpected of ways.|Comedy_Romance|woman director
Before Midnight|We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.|Romance_Drama|hotel_airport_hotel room_greece_dream_greek_friends_author_writer_summer vacation_twins
Teen Wolf Too|Although awkward college student Todd Howard is particularly adept at science, he's paying for school with an athletic scholarship that he will lose should he not fare well in an upcoming boxing tournament. Luckily for Todd, he has inherited the same family curse that once turned his cousin into a werewolf. As he transforms into the hairy, fanged, howling monster, he finds both his physical agility and his popularity skyrocketing -- but at what cost?|Comedy_Fantasy_Family|werewolf_teenager
Phantasm II|Mike, after his release from a psychiatric hospital, teams up with his old pal Reggie to hunt down the Tall Man, who is at it again. A mysterious, beautiful girl has also become part of Mike's dreams, and they must find her before the Tall Man does.|Action_Horror_Science Fiction_Thriller|portal_undertaker_evil_tall man_sentinals
Woman Thou Art Loosed|An adaptation of Bishop T.D. Jakes' self-help novel, chronciling a woman's struggle to come to terms with her legacy of abuse, addiction and poverty.|Drama|independent film
Real Women Have Curves|There's more to Ana Garcia than meets the eye. Should she leave home, go to college and experience life? Or stay home, get married, and keep working in her sister’s struggling garment factory? It may seem like an east decision, but for 18 year-old Ana, every choice she makes this summer will change her life. At home, she is bound to a mother who wants her to become someone she's not. But at school, she's encouraged by a teacher who sees her potential and adored by a boyfriend who loves her for who she is. Right now, Ana may be making clothes for less shapely women. But she's about to discover that real women take chances, have flaws, embrace life, and above all, have curves!|Comedy_Drama|independent film_woman director
Water|The film examines the plight of a group of widows forced into poverty at a temple in the holy city of Varanasi. It focuses on a relationship between one of the widows, who wants to escape the social restrictions imposed on widows, and a man who is from the highest caste and a follower of Mahatma Gandhi.|Drama_Foreign_Romance|site of pilgrimage_widow_varanasi_hinduism_child bride_mahatma gandhi_woman director
East Is East|In 1971 Salford fish-and-chip shop owner George Khan expects his family to follow his strict Pakistani Muslim ways. But his children, with an English mother and having been born and brought up in Britain, increasingly see themselves as British and start to reject their father's rules on dress, food, religion, and living in general.|Comedy|islam_hippie_father son relationship_muslim_jealousy_tradition_culture clash_religious education_modern society_pakistani_daughter_faith_integration_cultural difference
Whipped|"Three to one may sound like fairly good odds, but it depends on the game. When the ""one"" is one very irresistible woman and the ""three"" are three hopelessly smitten guys, the deck is pretty stacked. In the battle of the sexes, the first rule is to never underestimate the power of a woman."|Comedy_Romance|independent film_diner_dating_masturbation
Kama Sutra - A Tale of Love|Tara and Maya are two inseparable friends in India. Their tastes, habits, and hobbies are the same. Years later, the two have matured, but have maintained their friendship. Tara gets married to the local prince, Raj Singh, who soon succeeds the throne as the sole heir. After the marriage, Raj gets bored of Tara and starts seeking another female to satisfy his sexual needs. He notices Maya and is instantly attracted to her. He has her included as one of his courtesans, and is intimate with her. Watch what happens when Tara finds out and the extent she will go to keep her marriage intact.|Drama_History_Romance|poetry_eroticism_woman director
Please Give|In New York City, a husband and wife butt heads with the granddaughters of the elderly woman who lives in the apartment the couple owns.|Comedy_Drama|suicide_new york_infidelity_cancer_independent film_neighbor_apartment_woman director
Willy Wonka & the Chocolate Factory|Eccentric candy man Willy Wonka prompts a worldwide frenzy when he announces that golden tickets hidden inside five of his delicious candy bars will admit their lucky holders into his top-secret confectionary. But does Wonka have an agenda hidden amid a world of Oompa Loompas and chocolate rivers?|Family_Fantasy|chocolate_factory worker_based on novel_candy_tv addicted person_overweight child_grandfather grandson relationship_factory_musical_single_teacher
Warlock: The Armageddon|Every six hundred years, a great evil has the opportunity to escape and unleash Armageddon. A group of five stones has the power to either free the evil, or banish it for another six hundred years. An order of Druids battles with a Warlock determined to unleash his father upon the world.|Fantasy_Horror_Science Fiction|armageddon_warlock
8 Heads in a Duffel Bag|Mafia hitman Tommy Spinelli (Joe Pesci) is flying to San Diego with a bag that holds eight severed heads, which he's bringing to his superiors to prove that some troublesome rival mobsters are permanently out of the picture. When his bag gets accidentally switched at the airport, Tommy must track down his duffel bag and the 8 heads it contains.|Comedy_Crime|mexico_vacation_murder_head
Days of Heaven|In 1910, a Chicago steel worker accidentally kills his supervisor and flees to the Texas panhandle with his girlfriend and little sister to work harvesting wheat in the fields of a stoic farmer. A love triangle, a swarm of locusts, a hellish fire—Malick captures it all with dreamlike authenticity, creating at once a timeless American idyll and a gritty evocation of turn-of-the-century labor.|Drama_Romance|love triangle_chicago_wife husband relationship_texas_field_farm_marriage_love_poverty_class differences_farmer_jealous husband_boyfriend girlfriend relationship_harvest
Thirteen Conversations About One Thing|The lives of a lawyer, an actuary, a housecleaner, a professor, and the people around them intersect as they ponder order and happiness in the face of life's cold unpredictability.|Drama|independent film_woman director
Jawbreaker|3 of Reagan High School's most popular girls pretend to kidnap their friend by shoving a jawbreaker into the victim's mouth to keep her from screaming. Their plan goes awry when the girl swallows the jawbreaker, choking to death. Now the leader of the pack will do anything to keep the accident a secret.|Comedy|confession_jealousy_nightmare_ambition_groupie_high school_cafeteria_revenge_prom_dead body_dating_fashion_rock band_fantasy sequence_slow motion_multiple identities_pop music_makeover_polaroid camera_public humiliation_social outcast_sidekick_prank gone wrong_cliques_social climbing_back stabbing_dead teenager_goth girls
Basquiat|Director Julian Schnabel illustrates the portrait of his friend, the first Afro-American Pop Art artist Jean Michel Basquiat who unfortunately died at a young age and just as he was beginning to make a name for himself in the art world. Along side the biography of Basquiat are the artists and the art scene from the early 1980’s New York.|Drama_History|new york_sex_drug abuse_homeless person_new love_drug addiction_overdose_graffiti_street art_vernissage_exhibit_friendship_independent film_drug_celebration
Frances Ha|An aspiring dancer moves to New York City and becomes caught up in a whirlwind of flighty fair-weather friends, diminishing fortunes and career setbacks.|Comedy_Drama|friendship_loneliness_black and white_responsibility_late coming of age
Tsotsi|The South African multi-award winning film about a young South African boy from the ghetto named Tsotsi, meaning Gangster. Tsotsi, who left home as a child to get away from helpless parents, finds a baby in the back seat of a car that he has just stolen. He decides that it his responsibility to take care of the baby and in the process learns that maybe the gangster life isn’t the best way.|Crime_Drama|slum_baby_fight_nudity_leader_johannesburg_police_love_friends_murder_gang_teenager_violence_criminal_hijack
Happiness|The lives of many individuals connected by the desire for happiness, often from sources usually considered dark or evil.|Comedy_Drama|rape_sister sister relationship_lover (female)_pedophilia_sister_partnership_stalker_secret love_independent film_relationship_extramarital affair_family conflict_unhappiness
DysFunktional Family|Between sets from his hilarious live stand-up routine, in which he riffs on everything from Michael Jackson to terrorism, comedian Eddie Griffin tours his hometown of Kansas City and introduces viewers to his eccentric clan in this edgy mockumentary. Griffin's uproarious family members include oddballs such as Uncle Buckey, a former pimp, and Uncle Curtis, who possesses an extensive porn collection ... much of which he filmed himself!|Comedy_Documentary|
Tusk|When his best friend and podcast co-host goes missing in the backwoods of Canada, a young guy joins forces with his friend's girlfriend to search for him.|Comedy_Horror|canada_obsession_walrus_deception_search_disfigurement_experimental surgery_abduction
Oldboy|With no clue how he came to be imprisoned, drugged and tortured for 15 years, a desperate businessman seeks revenge on his captors.|Drama_Thriller_Mystery_Action|sushi restaurant_rage and hate_notebook_daughter_hostility_sin_revenge_loneliness_urination_anger_catholic_incest_south hypnosis
Letters to God|A young boy fighting cancer writes letters to God, touching lives in his neighborhood and inspiring hope among everyone he comes in contact. An unsuspecting substitute postman, with a troubled life of his own, becomes entangled in the boy's journey and his family by reading the letters. They inspire him to seek a better life for himself and his own son he's lost through his alcohol addiction.|Action_Drama_Family_Thriller|letter_hope_postman_god_cancer_independent film_aftercreditsstinger
Hobo with a Shotgun|A vigilante homeless man pulls into a new city and finds himself trapped in urban chaos, a city where crime rules and where the city's crime boss reigns. Seeing an urban landscape filled with armed robbers, corrupt cops, abused prostitutes and even a pedophile Santa, the Hobo goes about bringing justice to the city the best way he knows how - with a 20-gauge shotgun. Mayhem ensues when he tries to make things better for the future generation. Street justice will indeed prevail.|Action_Comedy_Thriller|female nudity_prostitute_shotgun_pimp_underwear_dystopia_vigilante_blood_massacre_brutality_violence_spitting blood_white suit_genocide_body mutilation_extreme sadism_child killer_sawed off shotgun_flamethrower_attempted robbery_intestines_disembowelment_attempted rape_shot repeatedly
Compadres|A disgruntled Mexican cop is forced to work with a teenage hacker to hunt down the criminals who killed his wife, and dismantle their operation.|Action_Comedy|
Freeway|Following the arrest of her mother, Ramona, young Vanessa Lutz decides to go in search of her estranged grandmother. On the way, she is given a ride by school counselor Bob Wolverton. During the journey, Lutz begins to realize that Bob is the notorious I-5 Killer and manages to escape by shooting him several times. Wounded but still very much alive, Bob pursues Lutz across the state in this modern retelling of Little Red Riding Hood.|Comedy_Drama_Thriller|prison_attempt to escape_step father_independent film_hitchhiker
Love's Abiding Joy|The continued Westward journey of settlers Missie and Willie Lahaye. Their roots now firmly planted as they set up homestead in the far West, Missie begins to realize her passion for teaching as Willie cares for the couple's young daughter Kathy while expanding the family ranch with a little help from sons Jeff and Matthew. When the frontier railroad comes to town, the pleasure of a long-promised visit from Missie's father Clark is suddenly offset by the tragic death of young Kathy. As the untimely demise of their beloved daughter begins to drive an emotional wedge between Missie and Willie, the devastated father unexpectedly accepts an offer made by the powerful Samuel Doros to assume the role of town sheriff. Their faith shaken and their once close-knit bond suddenly torn asunder, Missie and Willie desperately attempt to bring their crumbling family back together as son Jeff faces a series of dangers while hopelessly falling for Doros' beautiful daughter Colette.|TV Movie_Action_Drama_Family|
Fish Tank|Everything changes for 15 year old Mia when her mum brings home a new boyfriend.|Drama|dancing_mother_alcohol_sex_adultery_fight_nudity_sister_friendship_party_independent film_school_essex_teenager_theft_violence_apartment_estate_boyfriend_teenage rebellion_voyeur_woman director_aggressive
Damsels in Distress|A trio of beautiful girls set out to revolutionize life at a grungy American university: the dynamic leader Violet Wister, principled Rose and sexy Heather. They welcome transfer student Lily into their group which seeks to help severely depressed students with a program of good hygiene and musical dance numbers.|Comedy_Romance|college_female friendship_young adult
Creature|An amphibious shark-like monster terrorizes an abandoned secret military base and the people who live on the island it is located on. A marine biologist, as well as several other people, try to stop it before it is too late...|Horror_Science Fiction_Thriller|
Bachelorette|Three friends are asked to be bridesmaids at a wedding of a woman they used to ridicule back in high school.|Comedy_Romance|bridesmaid_strip club_female friendship_reunion_drug use_wedding_wedding dress_childhood friends_woman director_bachelorette party_bitch_fat woman
Brave New Girl|Holly has everything it takes to be a star; the voice, the dream and the dedication, but she lacks the means to break away from her humble Texas upbringing. Then she gets the chance to attend an art and music school on the East coast and her future suddenly looks bright. But the road to stardom is a bumpy one.|Drama_Music_Family|tv movie
Tim and Eric's Billion Dollar Movie|Two guys get a billion dollars to make a movie, only to watch their dream run off course.|Comedy|restaurant_wolf_shopping mall_filmmaker_billion dollars_fake commercial
Summer Storm|Tobi and Achim, the pride of the local crew club, have been the best of friends for years and are convinced that nothing will ever stand in the way of their friendship. They look forward to the upcoming summer camp and the crew competition. Then the gay team from Berlin arrives and Tobi is totally confused. The evening before the races begin, the storm that breaks out is more than meteorlogical...|Comedy_Drama|holiday_gay_male nudity_competition_sexual identity_sex_lovesickness_heterosexual_coming out_row_lake_camping_tent_summer camp_friendship_sport_crush_teenage crush_summer_youth_lgbt
Fort McCoy|Unable to serve in World War II because of a heart condition, a barber moves his family adjacent to a Wisconsin army base and prisoner-of-war camp to provide his services. But even in rural America -- far from the frontline -- the war finds victims.|War_Drama_History|woman director
Chain Letter|Six friends receive a mysterious chain letter via text messaging and in their email accounts from a maniac who's hunting down teenagers who fail to forward his online chain letter. Who knew they should take the threats in the chain letter seriously? Or that chain letters using the teens' favorite technologies to track them can kill? This maniacal game pits friend against friend as they race to beat rules that seem impossible to escape. Break the chain, lose a life. Do you pass it on? Does friendship mean anything?|Horror_Thriller|killing_friendship_teenager_maniac_mysterious letter_text message_threat
Just Looking|"It's 1955. Lenny is a 14-year old boy who is totally fascinated by sex. He is too scared to ""do it,"" so he dedicates his summer to seeing two other people do it. Easier said than done. Caught in the act of spying, his mother and stepfather ship him off to spend the summer with his aunt and uncle in ""the country"" -- Queens. His plan looks like a bust and his summer seems destined for boredom, until he meets a whole new group of friends -- young teens who have a ""sex club."""|Drama_Comedy|new york_nurse_sex_infidelity_nudity_romance_independent film_neighbor_teenager_voyeurism_curious
The Divide|Survivors of a nuclear attack are grouped together for days in the basement of their apartment building, where fear and dwindling supplies wear away at their dynamic.|Science Fiction|basement_violence_septic tank_town in panic_welding_gunshot
The Eclipse|Michael Farr (Hinds) is a widower living in a misty Irish seaside town who is struggling to adjust to his new role as the sole caretaker of his two children. Still reeling from the death of his wife, he has been plagued by terrifying apparitions. When he volunteers at a local literary festival, he finds himself drawn to Lena Morelle (Hjejle), an empathetic author of supernatural fiction (Hjelje). While Lena tries to help Michael with the mystery of his nightmarish visions, she must contend with problems of her own—she’s being jealously pursued by a self-obsessed novelist (Quinn), her one-time lover. As the three adults’ lives converge, the turbulence of the phantom world will soon have nothing on that of the living.|Drama_Horror_Romance|
Demonic|A police officer and a psychologist investigate the deaths of five people who were killed while trying to summon ghosts.|Thriller_Horror|detective_haunted house_investigation_anti-christ_possession_car crash_trance_video camera_demon_seance_infra red_missing
My Big Fat Independent Movie|"This film is a spoof along the lines of ""Scary Movie"" and ""Not Another Teen Movie."" It includes parodies of some of the indie film world's most renowned movies such as ""Memento,"" ""Pulp Fiction,"" ""Magnolia,"" ""My Big Fat Greek Wedding,"" ""Amelie,"" ""Run Lola Run,"" ""El Mariachi,"" ""The Good Girl,"" ""Pi,"" ""Swingers"" and many others."|Comedy|independent film
The Deported|An Italian-American actor is deported to Mexico by some crooked INS Agents, and a pack of orphans helps him find his way back to America|Comedy_Family|
Tanner Hall|Tanner Hall is a vivid peek into the private world of an all-girls boarding school. In a cozy, but run down New England, the knot of adolescent complexity is unraveled through the coming of age stories of four teen-age girls.|Drama|boarding school_woman director
Open Road|Angie, a young Brazilian artist, abandons her old life and embarks on a journey around the country. Running from her past, and searching for her foundation in life, Angie finds not only herself but love in its many forms.|Action_Drama_Thriller|drug dealer_police_killer_illegal drugs_dealer
They Came Together|A small business owner is about to lose her shop to a major corporate development.|Comedy|
30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo|After a stint in a psychiatric hospital, a young woman returns to the house where her father killed the entire cast of The Artist during his exorcism.|Comedy|parody_horror comedy
Never Back Down 2: The Beatdown|Four fighters different backgrounds come together to train under an ex MMA rising star and then ultimately have to fight each other and the traitor in heir midst.|Drama_Action|male nudity_cage_kiss_fistfight_sport_cage fighting_kickboxer_martial arts tournament_beefcake_martial arts training
Point Blank|After being double-crossed and left for dead, a mysterious man named Walker single-mindedly tries to retrieve the rather inconsequential sum of money that was stolen from him.|Action_Crime_Drama_Thriller|alcatraz_revenge_organized crime
Four Single Fathers|A comedy/drama about four Italian single fathers trying to cope with American ex-wives, children, family, and new relationships, set in New York and Rome.|Drama_Comedy|
Enter the Dangerous Mind|A psychological thriller set in the world of underground dubstep, Snap is the story of Jim Whitman, a brilliant but painfully introverted musician who develops a crush on a young social worker.|Thriller|composer_obsession
Something Wicked|A young couple embark upon their honeymoon against the chilling landscapes of the Pacific Northwest. But when tragedy strikes, gruesome secrets from their past collide with sinister forces of the present...|Mystery_Thriller|obsession_oregon_independent film
AWOL-72|An AWOL marine in possession of secret government information, is a wanted man, pursued by Russian special ops, the LAPD, and a dangerous assassin.|Thriller|russian_getaway_lapd_awol_special ops
Iguana|A grotesquely disfigured harpooner called Iguana is severely mistreated by his fellow sailors on a whaling ship in the 19th century. One night he escapes and takes up residence on a remote island. He makes himself ruler of the island and declares war on mankind. Anyone unfortunate enough to wind up on the island with Iguana is subjected to his cruel tyranny.||
Chicago Overcoat|The fates of an aging hitman and a washed up detective become entwined when one last job leads to one last chance to settle an old score.|Action_Crime_Thriller|
Barry Munday|Barry Munday, a libido-driven wage slave who spends all his time either ogling, fantasizing about or trying to pick up women, wakes up in hospital after a freak attack only to find that his testicles have been removed.|Comedy_Drama_Romance|based on novel_letter_paternity_castration_doctor_pregnancy_lamborghini_testicles_air guitar_genital mutilation
Central Station|An emotive journey of a former school teacher, who writes letters for illiterate people, and a young boy, whose mother has just died, as they search for the father he never knew.|Drama|brazilian_brazil_rio de janeiro_letter_wilderness_teacher_alcoholic_railroad_missing father_long lost relative_realism
Pocketful of Miracles|Damon Runyon's fairytale, sweet and funny, is told by director Frank Capra. Boozy, brassy Apple Annie, a beggar with a basket of apples, is as much as part of downtown New York as old Broadway itself. Bootlegger Dave the Dude is a sucker for her apples --- he thinks they bring him luck. But Dave and girlfriend Queenie Martin need a lot more than luck when it turns out that Annie is in a jam and only they can help: Annie's daughter Louise, who has lived all her life in a Spanish convent, is coming to America with a Count and his son. The count's son wants to marry Louise, who thinks her mother is part of New York society. It's up to Dave and Queenie and their Runyonesque cronies to turn Annie into a lady and convince the Count and his son that they are hobnobbing with New York's elite.|Comedy_Drama|dude_prohibition_deception_new york city_apple_luck_dowager_high society_1930s
Close Range|A rogue soldier turned outlaw is thrust into a relentless fight with a corrupt sheriff, his obedient deputies, and a dangerous drug cartel in order to protect his sister and her young daughter.|Crime_Action|
Boynton Beach Club|A handful of men and women of a certain age pick up the pieces of their lives and look for new love after the loss of their mates in this comedy drama from writer-director Susan Seidelman.|Comedy_Drama_Romance|independent film
Amnesiac|The story of a man who wakes up in bed suffering from memory loss after being in an accident, only to begin to suspect that his wife may not be his real wife and that a web of lies and deceit deepen inside the house where he soon finds himself a prisoner.|Thriller_Mystery_Drama_Horror|
Freakonomics|Some of the world's most innovative documentary filmmakers will explore the hidden side of everything.|Documentary|female nudity_corruption_cheating_experiment_limousine_high school_independent film_student_economics_real estate_woman director
High Tension|Alexia travels with her friend Marie to spend a couple of days with her family in their farm in the country. They arrive late and they are welcomed by Alexia's father. Late in the night, a sadistic and sick killer breaks into the farmhouse, slaughters Alexia's family--including their dog--and kidnaps Alexia. Marie hides from the criminal and tries to help the hysterical and frightened Alexia, chase the maniac, and disclose his identity in the end.|Horror_Thriller_Mystery|mass murder_insanity_gore_survival_farmhouse_extreme violence_maniac_home invasion_bound and gagged_circular saw_new french extremism
Griff the Invisible|Griff, office worker by day, superhero by night, has his world turned upside down when he meets Melody, a beautiful young scientist who shares his passion for the impossible.|Romance_Comedy_Drama|love_superhero_independent film_comedy
Unnatural|Global climate change prompts a scientific corporation to genetically modify Alaskan polar bears with horrific and deadly results.|Thriller_Action_Horror|climate change_polar bear
Hustle & Flow|With help from his friends, a Memphis pimp in a mid-life crisis attempts to become a successful hip-hop emcee.|Drama|rap music_hip-hop_baby_midlife crisis_drug dealer_career_musical_rapper_independent film
Some Like It Hot|Two musicians witness a mob hit and struggle to find a way out of the city before they are found by the gangsters. Their only opportunity is to join an all-girl band as they leave on a tour. To make their getaway they must first disguise themselves as women, then keep their identities secret and deal with the problems this brings - such as an attractive bandmate and a very determined suitor.|Comedy_Romance|chicago_witness_musician_mafia_cross dressing_band_spats_all girl band_st. valentine's day massacre_sugar_valentine's day_dressing
Friday the 13th Part VII: The New Blood|Tina possesses the gift of telekinesis, allowing her to move things and see the future, using the power of her mind. But when a devious doctor tries to exploit her ability, the gift becomes a hellish curse. Tina unwittingly unchains the merciless bloodthirsty Jason Voorhees from his watery grave, igniting a bloodbath that ends in the ultimate showdown in strength of mind versus pure evil matter.|Horror_Thriller|lake_mask_telekinesis_psychopath_slasher_teenager_psychiatrist_jason vorhees
The Wizard of Oz|Young Dorothy finds herself in a magical world where she makes friends with a lion, a scarecrow and a tin man as they make their way along the yellow brick road to talk with the Wizard and ask for the things they miss most in their lives. The Wicked Witch of the West is the only thing that could stop them.|Adventure_Family_Fantasy|witch_adolescence_based on novel_secret identity_clock_dream_lion_tornado_scarecrow_musical_crow_music_kansas_classic_imaginary land_cowardliness_sepia color
Young Frankenstein|A young neurosurgeon inherits the castle of his grandfather, the famous Dr. Victor von Frankenstein. In the castle he finds a funny hunchback, a pretty lab assistant and the elderly housekeeper. Young Frankenstein believes that the work of his grandfather was delusional, but when he discovers the book where the mad doctor described his reanimation experiment, he suddenly changes his mind.|Comedy_Science Fiction|experiment_castle_assistant_bride_frankenstein_laboratory_mad scientist_mobster_spoof_horror spoof_scientist_frankenstein's monster
Diary of the Dead|A group of young film students run into real-life zombies while filming a horror movie of their own.|Horror_Action_Science Fiction|zombie_found footage
Lage Raho Munna Bhai|A hilarious underworld gangster known as Munna Bhai falls comically in love with a radio host by the name of Jahnvi, who runs an elders' home, which is taken over by an unscrupulous builder, who gets the residents kicked out ironically with the help of Munna's sidekick, Circuit, while Munna is busy romancing Jahnvi elsewhere.|Comedy_Drama_Romance|historical figure_comedy_bollywood_india
Ulee's Gold|An elderly beekeeper and Vietnam vet must rescue his daughter-in-law and protect his grandchildren from killers.|Drama|father son relationship_florida_stolen money_dysfunctional family_independent film_stabbing_bank robbery_father-in-law daughter-in-law relationship_beekeeper_orlando florida
The Black Stallion|While traveling with his father, young Alec becomes fascinated by a mysterious Arabian stallion that is brought on board and stabled in the ship he is sailing on. When it tragically sinks both he and the horse survive only to be stranded on a deserted island. He befriends it, so when finally rescued both return to his home where they soon meet Henry Dailey, a once successful trainer. Together they begin training the horse to race against the fastest ones in the world.|Adventure_Family|poker_horse_barn_training_sport_rescue_survival_deserted island_stallion
Sardaarji|A ghost hunter uses bottles to capture troublesome spirits.||
Journey to Saturn|A Danish crew of misfits travel to Saturn in search for natural resources. However, the planet is colonized by a ruthless army of Aliens that turn their eye on Earth and invade Denmark. Thus, the crew change their mission to liberate Denmark.|Action_Adventure_Animation_Comedy_Science Fiction|
Donovan's Reef|'Guns' Donovan prefers carousing with his pals Doc Dedham and 'Boats' Gilhooley, until Dedham's high-society daughter Amelia shows up in their South Seas paradise.|Adventure_Comedy_Romance|birthday_half-brother_priest_mission clinic_polynesia_bar brawl_christmas_piano_half sister_navy veterans_tiki culture
The Dress|The story of a summer dress and those who have to do with it, especially the train conductor (played by van Warmerdam, the director). The dress functions as catalyst for the whimsical events, which turns out to be either tragic or hilarious.|Comedy_Drama|calamity
A Guy Named Joe|Pete Sandidge (Tracy), a daredevil bomber pilot, dies when he crashes his plane into a German aircraft carrier, leaving his devoted girlfriend, Dorinda (Irene Dunne), who is also a pilot, heartbroken. In heaven, Pete receives a new assignment: he is to become the guardian angel for Ted Randall (Van Johnson), a young Army flyer. Invisibly, Pete guides Ted through flight school and into combat, but the ectoplasmic mentor's tolerance is tested when Ted falls for Dorinda. Ultimately, however, Pete not only comes to terms with their relationship but also acts as Dorinda's copilot when she undertakes a dangerous bombing raid, so that Ted won't have to. Remade by Steven Speilberg in 1989 as ALWAYS|Drama_Romance_War|pilot_airplane_ghost
Blazing Saddles|A town – where everyone seems to be named Johnson – is in the way of the railroad and, in order to grab their land, Hedley Lemar, a politically connected nasty person, sends in his henchmen to make the town unlivable. After the sheriff is killed, the town demands a new sheriff from the Governor, so Hedley convinces him to send the town the first black sheriff in the west.|Western_Comedy|gun_saloon_governor_marching band_comedy_western_spoof_interrupted hanging_railroad_cowboy_western town_western spoof_ceremony_frontier town_looking at the camera_saloon girl_movie reality crossover_nietzsche_coot_self-referential_female singer_anarchic comedy
Friday the 13th: The Final Chapter|After the Crystal Lake Massacres, Jason is pronounced dead and taken to the hospital morgue, where he is mysteriously revived, allowing his diabolical killing spree to continue at the camp where the gruesome slaughtering began. But this time, in addition to terrified teenagers, he meets a young boy named Tommy who has a special talent for horror masks and make up, leading up to a horrifying, bloody battle! Has Jason finally met his match?|Horror_Thriller|lake_resurrection_morgue_serial killer_jason vorhees_hitchhike
Ida|Poland, 1962. Anna is a novice, an orphan brought up by nuns in a convent. Before she takes her vows, she is determined to see Wanda, her only living relative. Wanda tells Anna that Anna is Jewish. Both women embark on a journey not only to discover their tragic family story, but who they really are and where they belong, questioning their religions and beliefs.|Drama|nun_mine_jew_jewish_poland
Maurice|After his lover rejects him, a young man trapped by the oppressiveness of Edwardian society tries to come to terms with and accept his sexuality.|Drama_Romance|gay_coming out_british_gay relationship_coming of age_lgbt child_lgbt_best friends in love
Beer League|An unemployed slacker (Lange) inspires his softball teammates to improve their game so they won't get kicked out of the local league.|Comedy|baseball_sport
Riding Giants|Riding Giants is story about big wave surfers who have become heroes and legends in their sport. Directed by the skateboard guru Stacy Peralta.|Documentary|ocean_california_sea_beach_surfer_hawaii_wave_sun_surfboard_lifestyle_extremsport
Timecrimes|A man accidentally gets into a time machine and travels back in time nearly an hour. Finding himself will be the first of a series of disasters of unforeseeable consequences.|Science Fiction_Thriller|scissors_radio_nudity_time_woods_surrealism_travel_independent film_scientist_machine_nonlinear timeline_binoculars_injury_voyeur_loop
Silver Medalist|An action-adventure story focused on the lives of express deliverymen, traffic cops and lonely beauties.|Action_Adventure_Comedy_Drama_Foreign|
Timber Falls|A weekend of camping in the mountains becomes an excursion into hell for a young couple, who become pawns in a grotesque plot hatched by deranged locals.|Horror_Thriller|fanatic_forest_west virginia_suspense
Singin' in the Rain|In 1927 Hollywood, Don Lockwood and Lina Lamont are a famous on-screen romantic pair in silent movies, but Lina mistakes the on-screen romance for real love. When their latest film is transformed into a musical, Don has the perfect voice for the songs, but strident voice faces the studio to dub her voice. Aspiring actress, Kathy Selden is brought in and, while she is working on the movie, Don falls in love with her.|Comedy_Music_Romance|fan_morning_musical_talkie_partner_movie in movie_broadway_audience_chorus girl_diction coach_pearl necklace_flapper
Fat, Sick & Nearly Dead|100 pounds overweight, loaded up on steroids and suffering from a debilitating autoimmune disease, Joe Cross is at the end of his rope and the end of his hope. In the mirror he saw a 310lb man whose gut was bigger than a beach ball and a path laid out before him that wouldn't end well— with one foot already in the grave, the other wasn't far behind. FAT, SICK &amp; NEARLY DEAD is an inspiring film that chronicles Joe's personal mission to regain his health.|Documentary|diet_fasting_vegetable juice_australian man
A Haunted House|"A spoof of all the ""found-footage/documentary style"" films released in recent years."|Comedy_Horror|horror spoof_found footage_duringcreditsstinger
2016: Obama's America|"2016: Obama's America takes audiences on a gripping visual journey into the heart of the worlds most powerful office to reveal the struggle of whether one man's past will redefine America over the next four years. The film examines the question, ""If Obama wins a second term, where will we be in 2016?""  Across the globe and in America, people in 2008 hungered for a leader who would unite and lift us from economic turmoil and war. True to Americas ideals, they invested their hope in a new kind of president, Barack Obama. What they didn't know is that Obama is a man with a past, and in powerful ways that past defines him--who he is, how he thinks, and where he intends to take America and the world. Immersed in exotic locales across four continents, best selling author Dinesh DSouza races against time to find answers to Obama's past and reveal where America will be in 2016."|Documentary|
That Thing You Do!|A Pennsylvania band scores a hit in 1964 and rides the star-making machinery as long as it can, with lots of help from its manager.|Comedy_Drama|pop star_musical_record label_music_music band
